transaction_id,reference,amount,date,status
TXN0037,TXN0037,2499.0,2026-08-11,SUCCESS
TXN0038,TXN0038,2499.0,2026-08-04,SUCCESS
TXN0039,TXN0039,1999.0,2026-08-10,SUCCESS
TXN0040,TXN0040,499.0,2026-08-14,SUCCESS
TXN0041,TXN0041,4999.0,2026-08-06,SUCCESS
TXN0042,TXN0042,7999.0,2026-08-15,SUCCESS
TXN0043,TXN0043,799.0,2026-08-01,SUCCESS
TXN0044,TXN0044,2999.0,2026-08-31,SUCCESS
TXN0045,TXN0045,799.0,2026-08-24,SUCCESS
TXN0046,TXN0046,7999.0,2026-08-29,SUCCESS
TXN0047,TXN0047,1999.0,2026-08-24,FAILED
TXN0048,TXN0048,2499.0,2026-08-09,SUCCESS
TXN0049,TXN0049,1499.0,2026-08-17,SUCCESS
TXN0050,TXN0050,799.0,2026-08-25,SUCCESS
TXN0051,TXN0051,499.0,2026-08-06,SUCCESS
TXN0052,TXN0052,1499.0,2026-08-17,SUCCESS
TXN0053,TXN0053,1999.0,2026-08-30,SUCCESS
TXN0054,TXN0054,799.0,2026-08-04,SUCCESS
TXN0055,TXN0055,1499.0,2026-08-28,SUCCESS
TXN0056,TXN0056,799.0,2026-08-21,SUCCESS
TXN0057,TXN0057,2999.0,2026-08-10,SUCCESS
TXN0058,TXN0058,1999.0,2026-08-27,SUCCESS
TXN0059,TXN0059,4999.0,2026-08-21,SUCCESS
TXN0060,TXN0060,2499.0,2026-08-17,SUCCESS
TXN0061,TXN0061,999.0,2026-08-20,SUCCESS
TXN0062,TXN0062,2499.0,2026-08-07,SUCCESS
TXN0063,TXN0063,2499.0,2026-08-05,SUCCESS
TXN0064,TXN0064,1499.0,2026-08-12,SUCCESS
TXN0065,TXN0065,1999.0,2026-08-25,SUCCESS
TXN0066,TXN0066,799.0,2026-08-06,SUCCESS
TXN0067,TXN0067,999.0,2026-08-18,SUCCESS
TXN0068,TXN0068,7999.0,2026-08-31,SUCCESS
TXN0069,TXN0069,1499.0,2026-08-25,SUCCESS
TXN0070,TXN0070,999.0,2026-08-30,SUCCESS
TXN0071,TXN0071,4999.0,2026-08-17,SUCCESS
TXN0072,TXN0072,2999.0,2026-08-30,SUCCESS
TXN0073,TXN0073,1999.0,2026-08-01,SUCCESS
TXN0074,TXN0074,7999.0,2026-08-20,SUCCESS
TXN0075,TXN0075,1499.0,2026-08-11,SUCCESS
TXN0076,TXN0076,2499.0,2026-08-16,SUCCESS
TXN0077,TXN0077,499.0,2026-08-01,SUCCESS
TXN0078,TXN0078,1499.0,2026-08-04,SUCCESS
TXN0079,TXN0079,499.0,2026-08-30,SUCCESS
TXN0080,TXN0080,2499.0,2026-08-12,SUCCESS
TXN0081,TXN0081,2999.0,2026-08-29,SUCCESS
TXN0082,TXN0082,1999.0,2026-08-27,SUCCESS
TXN0083,TXN0083,799.0,2026-08-26,SUCCESS
TXN0084,TXN0084,1499.0,2026-08-10,FAILED
TXN0085,TXN0085,2499.0,2026-08-08,SUCCESS
TXN0086,TXN0086,1499.0,2026-08-02,SUCCESS
TXN0087,TXN0087,4999.0,2026-08-08,SUCCESS
TXN0088,TXN0088,2999.0,2026-08-29,SUCCESS
TXN0089,TXN0089,4999.0,2026-08-19,SUCCESS
TXN0090,TXN0090,999.0,2026-08-31,SUCCESS
TXN0091,TXN0091,1999.0,2026-08-03,SUCCESS
TXN0092,TXN0092,999.0,2026-08-03,SUCCESS
TXN0093,TXN0093,1499.0,2026-08-24,SUCCESS
TXN0094,TXN0094,7999.0,2026-08-16,SUCCESS
TXN0095,TXN0095,7999.0,2026-08-27,SUCCESS
TXN0096,TXN0096,1999.0,2026-08-03,SUCCESS
TXN0097,TXN0097,2999.0,2026-08-25,SUCCESS
TXN0098,TXN0098,2999.0,2026-08-18,SUCCESS
TXN0099,TXN0099,2499.0,2026-08-25,SUCCESS
TXN0100,TXN0100,1499.0,2026-08-05,SUCCESS
